      # Time            Volume             Sxx               Syy               Szz               Sxy               Sxz               Syz        
    4.64886564e-02    9.99865009e-01    1.14162126e-12    1.35286605e-13   -5.60199674e-02   -2.53976795e-12   -7.24327002e-12   -5.80135528e-13
    5.12386755e-02    9.99861816e-01   -8.94573332e-14   -4.43000955e-13   -5.74069323e-02   -5.48139856e-12   -6.20037629e-12   -6.27442861e-13
    5.61866121e-02    9.99858527e-01   -7.17610122e-13   -1.00227162e-12   -5.88390510e-02   -7.99044575e-12   -6.38930357e-12   -7.76033492e-13
    6.13407126e-02    9.99855139e-01   -3.17630957e-11   -2.80103571e-11   -6.03189260e-02   -5.36661708e-10   -5.68974373e-10   -8.98187119e-11
    6.93939948e-02    9.99850095e-01   -8.24340911e-12   -4.65761449e-12   -6.26047279e-02   -3.81105377e-11   -2.27794421e-11   -2.51902174e-12
    7.77828304e-02    9.99844925e-01   -3.99831826e-12   -5.06428872e-12   -6.49599864e-02   -3.12235590e-11   -1.50785577e-11   -4.06052772e-13
    8.65212008e-02    9.99839626e-01    1.87324601e-12   -8.66005887e-13   -6.73883290e-02   -1.47854438e-11   -1.14372534e-11    3.72549758e-12
    9.56236699e-02    9.99834196e-01    1.44484325e-12    8.03844220e-14   -6.98924149e-02   -1.61902980e-11   -9.77868039e-12    9.97502044e-13
    1.05105409e-01    9.99828631e-01   -1.58576119e-12   -2.03124015e-12   -7.24750488e-02   -1.46952884e-11    8.33502200e-12    2.26920153e-12
    1.14982220e-01    9.99822932e-01   -4.75735164e-12   -3.55155196e-12   -7.51384622e-02   -1.31308036e-11    1.14578221e-11    1.01318920e-12
    1.25270565e-01    9.99817099e-01   -1.22048513e-12   -2.99028039e-12   -7.78845126e-02   -4.44296288e-12    9.65977794e-12    1.14929077e-12
    1.35987591e-01    9.99811134e-01    2.59308342e-12   -1.40365816e-12   -8.07150565e-02    4.33336089e-12    5.04847811e-12    1.19454071e-12
    1.47151159e-01    9.99805040e-01    9.14514826e-13   -1.84491795e-12   -8.36319499e-02    8.59410349e-13    5.55081257e-12    5.30313868e-13
    1.58779877e-01    9.99798818e-01   -4.05867171e-12   -3.52363513e-12   -8.66369691e-02   -8.69631251e-12    9.41391639e-12    9.30427933e-13
    1.70893124e-01    9.99792474e-01   -8.30278872e-12   -6.77314180e-12   -8.97313996e-02   -2.51985076e-11    1.70541406e-12    5.31573589e-13
    1.83511090e-01    9.99786013e-01   -6.64888465e-12   -2.66634075e-12   -9.29163379e-02   -2.04778561e-11    1.86724007e-12    8.82553620e-13
    1.96654805e-01    9.99779441e-01   -4.59604053e-12    5.54291923e-10   -9.61930496e-02    1.38648077e-10    1.07364442e-10    4.24260016e-10
    2.17191859e-01    9.99770658e-01   -5.99168688e-12   -2.37075427e-12   -1.01210864e-01   -6.16540018e-11   -8.91415768e-12    1.72713949e-11
    2.38584623e-01    9.99761924e-01    9.38465087e-12    1.24131895e-11   -1.06334252e-01   -3.82503976e-11   -1.52763958e-11    1.36018426e-11
    2.60868753e-01    9.99753272e-01    7.45421263e-11    5.69211682e-11   -1.11560755e-01    4.20674815e-11   -2.80599840e-11    2.72966720e-11
    2.84081388e-01    9.99744740e-01    1.37757725e-10    1.12754450e-10   -1.16887429e-01    1.06239483e-10   -4.95918658e-11    4.21685083e-11
    3.08261217e-01    9.99736370e-01    1.23779307e-10    1.20542616e-10   -1.22311650e-01    6.89742060e-11   -7.84941376e-11    4.39422104e-11
    3.33448538e-01    9.99728205e-01    1.74445015e-10    1.54256857e-10   -1.27830074e-01    9.71045858e-11   -1.45697377e-10    3.57199603e-11
    3.59685331e-01    9.99720297e-01    2.67048533e-10    2.24334090e-10   -1.33438560e-01    1.54506885e-10   -2.22887490e-10    3.48120149e-11
    3.87015323e-01    9.99712700e-01    3.65455905e-10    2.97070790e-10   -1.39132382e-01    2.24147845e-10   -2.56661523e-10    3.67218062e-11
    4.15484065e-01    9.99705477e-01    5.08314122e-10    3.76076344e-10   -1.44906315e-01    3.36866459e-10   -2.56606226e-10    5.54250903e-11
    4.45139005e-01    9.99698696e-01    5.64578237e-10    3.77618418e-10   -1.50754282e-01    3.61318101e-10   -2.20669988e-10    6.04236300e-11
    4.76029568e-01    9.99692430e-01    5.90907137e-10    3.80209324e-10   -1.56670442e-01    3.04717960e-10   -2.56388214e-10    5.13316844e-11
    5.08207237e-01    9.99686759e-01    8.35630298e-10    4.87769821e-10   -1.62648170e-01    4.80501688e-10   -2.52644490e-10    7.88005222e-11
    5.41725642e-01    9.99681773e-01    1.09252919e-09    5.78177628e-10   -1.68679946e-01    5.92928373e-10   -2.59147441e-10    7.57350624e-11
    5.76640647e-01    9.99677572e-01    1.30659032e-09    5.70326423e-10   -1.74757286e-01    4.78627304e-10   -6.32036711e-10    8.45609250e-11
    6.13010445e-01    9.99674261e-01    1.73841704e-09    6.76927192e-10   -1.80871901e-01    4.10267821e-10   -9.75258970e-10    6.37301658e-11
    6.50895651e-01    9.99671957e-01    2.28292944e-09    1.09112961e-09   -1.87014791e-01    4.70396759e-10   -1.26450185e-09    3.97183263e-11
    6.90359406e-01    9.99670788e-01    2.48997152e-09    1.27395201e-09   -1.93175992e-01    2.03342833e-10   -1.38864661e-09    1.09111558e-10
    7.31467486e-01    9.99670896e-01    2.91660633e-09    1.23171218e-09   -1.99344529e-01    4.37139713e-10   -1.07603086e-09    2.57190231e-10
    7.74288401e-01    9.99672435e-01    3.34640710e-09    1.00583608e-09   -2.05509453e-01    5.69943664e-10   -7.24407338e-10    3.10980227e-10
    8.18893522e-01    9.99675573e-01    3.35013045e-09    3.01704158e-10   -2.11660412e-01   -8.90057492e-11   -9.00186682e-10    1.66989017e-10
    8.65357189e-01    9.99680496e-01    3.76373860e-09   -5.25935413e-12   -2.17786085e-01   -7.43317470e-11    4.48234033e-10    1.76984365e-10
    9.13756842e-01    9.99687406e-01    4.30185184e-09    2.08850140e-10   -2.23874873e-01   -4.46329298e-10    1.22435211e-09    7.00366921e-12
    9.64173148e-01    9.99696526e-01    4.24628049e-09    3.26472751e-10   -2.29915721e-01   -7.71149947e-10    1.04224271e-09    1.26073705e-10
    1.01669013e+00    9.99708102e-01    4.17877879e-09    1.02008877e-09   -2.35895180e-01   -9.44208807e-10    1.15778464e-09   -6.06397376e-10
    1.07139533e+00    9.99722402e-01    4.82596228e-09    1.37826508e-09   -2.41799759e-01   -1.68927741e-09   -5.52407666e-11   -1.06312674e-09
    1.12837990e+00    9.99739724e-01    4.51625765e-09    3.03989291e-10   -2.47615395e-01   -4.08484851e-09    5.26023389e-10   -1.48085234e-09
    1.18773883e+00    9.99760394e-01    5.48781979e-09   -1.82564686e-09   -2.53330882e-01   -6.12255160e-09    5.98445815e-09   -2.34394203e-09
    1.20000000e+00    9.99759023e-01    2.61685452e-11   -1.09238373e-11   -2.54504369e-01    3.85584170e-11   -7.33548595e-12    8.02673036e-12
