-5.00E-05	-6.43E-03
-2.06E-04	-2.64E-02
-4.51E-04	-3.71E-02
-6.42E-04	-3.88E-02
-8.41E-04	-3.99E-02
-1.05E-03	-4.07E-02
-1.26E-03	-4.15E-02
-1.49E-03	-4.23E-02
-1.73E-03	-4.30E-02
-2.09E-03	-4.41E-02
-2.48E-03	-4.53E-02
-2.88E-03	-4.64E-02
-3.29E-03	-4.76E-02
-3.73E-03	-4.87E-02
-4.18E-03	-5.00E-02
-4.65E-03	-5.12E-02
-5.15E-03	-5.25E-02
-5.66E-03	-5.39E-02
-6.20E-03	-5.53E-02
-6.76E-03	-5.67E-02
-7.35E-03	-5.82E-02
-7.96E-03	-5.97E-02
-8.59E-03	-6.13E-02
-9.26E-03	-6.29E-02
-9.95E-03	-6.46E-02
-1.07E-02	-6.64E-02
-1.18E-02	-6.91E-02
-1.30E-02	-7.19E-02
-1.42E-02	-7.47E-02
-1.55E-02	-7.77E-02
-1.69E-02	-8.07E-02
-1.83E-02	-8.39E-02
-1.98E-02	-8.71E-02
-2.13E-02	-9.04E-02
-2.38E-02	-9.54E-02
-2.63E-02	-1.01E-01
-2.90E-02	-1.06E-01
-3.18E-02	-1.11E-01
-3.48E-02	-1.16E-01
-3.79E-02	-1.22E-01
-4.12E-02	-1.28E-01
-4.46E-02	-1.33E-01
-4.82E-02	-1.39E-01
-5.20E-02	-1.45E-01
-5.60E-02	-1.50E-01
-6.03E-02	-1.56E-01
-6.47E-02	-1.62E-01
-6.94E-02	-1.68E-01
-7.43E-02	-1.74E-01
-7.95E-02	-1.80E-01
-8.51E-02	-1.85E-01
-9.09E-02	-1.91E-01
-9.70E-02	-1.97E-01
-1.04E-01	-2.03E-01
-1.10E-01	-2.09E-01
-1.18E-01	-2.14E-01
-1.26E-01	-2.20E-01
-1.34E-01	-2.25E-01
-1.43E-01	-2.31E-01
-1.46E-01	-2.33E-01
