-5.00E-06	-6.43E-04
-2.06E-05	-2.65E-03
-6.95E-05	-8.93E-03
-2.22E-04	-2.85E-02
-4.61E-04	-4.03E-02
-6.47E-04	-4.23E-02
-8.42E-04	-4.35E-02
-1.04E-03	-4.44E-02
-1.26E-03	-4.53E-02
-1.48E-03	-4.61E-02
-1.82E-03	-4.73E-02
-2.18E-03	-4.85E-02
-2.55E-03	-4.97E-02
-2.94E-03	-5.09E-02
-3.35E-03	-5.21E-02
-3.78E-03	-5.34E-02
-4.22E-03	-5.47E-02
-4.68E-03	-5.60E-02
-5.16E-03	-5.74E-02
-5.67E-03	-5.88E-02
-6.19E-03	-6.03E-02
-7.01E-03	-6.26E-02
-7.87E-03	-6.50E-02
-8.77E-03	-6.74E-02
-9.70E-03	-6.99E-02
-1.07E-02	-7.25E-02
-1.17E-02	-7.51E-02
-1.28E-02	-7.79E-02
-1.39E-02	-8.07E-02
-1.50E-02	-8.36E-02
-1.63E-02	-8.66E-02
-1.75E-02	-8.97E-02
-1.89E-02	-9.29E-02
-2.03E-02	-9.62E-02
-2.24E-02	-1.01E-01
-2.47E-02	-1.06E-01
-2.71E-02	-1.12E-01
-2.97E-02	-1.17E-01
-3.23E-02	-1.22E-01
-3.51E-02	-1.28E-01
-3.80E-02	-1.33E-01
-4.11E-02	-1.39E-01
-4.43E-02	-1.45E-01
-4.77E-02	-1.51E-01
-5.12E-02	-1.57E-01
-5.50E-02	-1.63E-01
-5.89E-02	-1.69E-01
-6.31E-02	-1.75E-01
-6.74E-02	-1.81E-01
-7.21E-02	-1.87E-01
-7.69E-02	-1.93E-01
-8.20E-02	-1.99E-01
-8.75E-02	-2.06E-01
-9.32E-02	-2.12E-01
-9.92E-02	-2.18E-01
-1.06E-01	-2.24E-01
-1.12E-01	-2.30E-01
-1.20E-01	-2.36E-01
-1.27E-01	-2.42E-01
-1.35E-01	-2.48E-01
-1.44E-01	-2.53E-01
-1.46E-01	-2.55E-01
